227, -24.12
227, -20.1
227, -16.08
227, -12.06
227, -8.04
227, -4.02
227, 0
227, 4.02
227, 8.04
227, 12.06
227, 16.08
227, 20.1
227, 24.12
225.508, 35.4538
224.467, 39.3368
223.427, 43.2198
222.387, 47.1029
221.346, 50.9859
220.306, 54.8689
219.265, 58.7519
218.225, 62.6349
217.184, 66.518
216.144, 70.401
215.103, 74.284
214.063, 78.167
213.022, 82.0501
208.648, 92.6115
206.638, 96.0929
204.628, 99.5743
202.618, 103.056
200.608, 106.537
198.598, 110.019
196.588, 113.5
194.578, 116.981
192.568, 120.463
190.558, 123.944
188.548, 127.426
186.538, 130.907
184.528, 134.389
177.569, 143.458
174.726, 146.3
171.884, 149.143
169.041, 151.986
166.198, 154.828
163.356, 157.671
160.513, 160.513
157.671, 163.356
154.828, 166.198
151.986, 169.041
149.143, 171.884
146.3, 174.726
143.458, 177.569
134.389, 184.528
130.907, 186.538
127.426, 188.548
123.944, 190.558
120.463, 192.568
116.981, 194.578
113.5, 196.588
110.019, 198.598
106.537, 200.608
103.056, 202.618
99.5743, 204.628
96.0929, 206.638
92.6115, 208.648
82.05, 213.022
78.167, 214.063
74.284, 215.103
70.401, 216.144
66.518, 217.184
62.6349, 218.225
58.7519, 219.265
54.8689, 220.306
50.9859, 221.346
47.1028, 222.387
43.2198, 223.427
39.3368, 224.467
35.4538, 225.508
24.12, 227
20.1, 227
16.08, 227
12.06, 227
8.03999, 227
4.01999, 227
-9.92249e-06, 227
-4.02001, 227
-8.04001, 227
-12.06, 227
-16.08, 227
-20.1, 227
-24.12, 227
-35.4538, 225.508
-39.3368, 224.467
-43.2198, 223.427
-47.1029, 222.387
-50.9859, 221.346
-54.8689, 220.306
-58.7519, 219.265
-62.635, 218.225
-66.518, 217.184
-70.401, 216.144
-74.284, 215.103
-78.167, 214.063
-82.0501, 213.022
-92.6115, 208.648
-96.0929, 206.638
-99.5743, 204.628
-103.056, 202.618
-106.537, 200.608
-110.019, 198.598
-113.5, 196.588
-116.981, 194.578
-120.463, 192.568
-123.944, 190.558
-127.426, 188.548
-130.907, 186.538
-134.389, 184.528
-143.458, 177.569
-146.3, 174.726
-149.143, 171.884
-151.986, 169.041
-154.828, 166.198
-157.671, 163.356
-160.513, 160.513
-163.356, 157.671
-166.198, 154.828
-169.041, 151.986
-171.884, 149.143
-174.726, 146.3
-177.569, 143.458
-184.528, 134.389
-186.538, 130.907
-188.548, 127.426
-190.558, 123.944
-192.568, 120.463
-194.578, 116.981
-196.588, 113.5
-198.598, 110.019
-200.608, 106.537
-202.618, 103.056
-204.628, 99.5743
-206.638, 96.0929
-208.648, 92.6115
-213.022, 82.05
-214.063, 78.167
-215.103, 74.284
-216.144, 70.401
-217.184, 66.518
-218.225, 62.6349
-219.265, 58.7519
-220.306, 54.8689
-221.346, 50.9859
-222.387, 47.1028
-223.427, 43.2198
-224.467, 39.3368
-225.508, 35.4538
-227, 24.12
-227, 20.1
-227, 16.08
-227, 12.06
-227, 8.03998
-227, 4.01998
-227, -1.9845e-05
-227, -4.02002
-227, -8.04002
-227, -12.06
-227, -16.08
-227, -20.1
-227, -24.12
-225.508, -35.4538
-224.467, -39.3368
-223.427, -43.2199
-222.387, -47.1029
-221.346, -50.9859
-220.306, -54.8689
-219.265, -58.7519
-218.225, -62.635
-217.184, -66.518
-216.144, -70.401
-215.103, -74.284
-214.063, -78.1671
-213.022, -82.0501
-208.648, -92.6115
-206.638, -96.0929
-204.628, -99.5743
-202.618, -103.056
-200.608, -106.537
-198.598, -110.019
-196.588, -113.5
-194.578, -116.981
-192.568, -120.463
-190.558, -123.944
-188.548, -127.426
-186.538, -130.907
-184.528, -134.389
-177.569, -143.458
-174.726, -146.3
-171.883, -149.143
-169.041, -151.986
-166.198, -154.828
-163.356, -157.671
-160.513, -160.513
-157.671, -163.356
-154.828, -166.198
-151.986, -169.041
-149.143, -171.884
-146.3, -174.726
-143.458, -177.569
-134.389, -184.528
-130.907, -186.538
-127.426, -188.548
-123.944, -190.558
-120.463, -192.568
-116.981, -194.578
-113.5, -196.588
-110.019, -198.598
-106.537, -200.608
-103.056, -202.618
-99.5743, -204.628
-96.0929, -206.638
-92.6114, -208.648
-82.05, -213.022
-78.167, -214.063
-74.284, -215.103
-70.401, -216.144
-66.5179, -217.184
-62.6349, -218.225
-58.7519, -219.265
-54.8689, -220.306
-50.9859, -221.346
-47.1028, -222.387
-43.2198, -223.427
-39.3368, -224.467
-35.4538, -225.508
-24.12, -227
-20.1, -227
-16.08, -227
-12.06, -227
-8.03997, -227
-4.01997, -227
2.97675e-05, -227
4.02003, -227
8.04003, -227
12.06, -227
16.08, -227
20.1, -227
24.12, -227
35.4538, -225.508
39.3368, -224.467
43.2199, -223.427
47.1029, -222.387
50.9859, -221.346
54.8689, -220.306
58.752, -219.265
62.635, -218.225
66.518, -217.184
70.401, -216.144
74.284, -215.103
78.1671, -214.063
82.0501, -213.022
92.6115, -208.648
96.0929, -206.638
99.5743, -204.628
103.056, -202.618
106.537, -200.608
110.019, -198.598
113.5, -196.588
116.981, -194.578
120.463, -192.568
123.944, -190.558
127.426, -188.548
130.907, -186.538
134.389, -184.528
143.458, -177.569
146.3, -174.726
149.143, -171.883
151.986, -169.041
154.828, -166.198
157.671, -163.356
160.513, -160.513
163.356, -157.671
166.198, -154.828
169.041, -151.986
171.884, -149.143
174.726, -146.3
177.569, -143.458
184.528, -134.389
186.538, -130.907
188.548, -127.426
190.558, -123.944
192.568, -120.463
194.578, -116.981
196.588, -113.5
198.598, -110.019
200.608, -106.537
202.618, -103.056
204.628, -99.5743
206.638, -96.0929
208.648, -92.6114
213.022, -82.05
214.063, -78.167
215.103, -74.284
216.144, -70.401
217.184, -66.5179
218.225, -62.6349
219.265, -58.7519
220.306, -54.8689
221.346, -50.9858
222.387, -47.1028
223.427, -43.2198
224.467, -39.3368
225.508, -35.4538
